business_name,zip,address_clean,city_clean,state_clean,cluster_id,link_score,source_file
"CARING HANDS, INC.",80510,105 WAGENER RD,ALLENSPARK,CO,14,0.8970897,1
"ALMA CHEFS, LLC",80420,24 N MAIN ST,ALMA,CO,352,0.6096636,1
FB'S INC.,80420,PO BOX 11,ALMA,CO,251,0.6973557,1
APPLIANCE ARTISAN LLC,80420,316 NUTHATCH DR,ALMA,CO,161,0.7744778,1
ALMART LLC,80420,11 S MAIN ST,ALMA,CO,167,0.77146256,1
ROCKY TOP LANDSCAPE MAINTENANCE INC.,80420,136 W BUCKSKIN RD,ALMA,CO,347,0.6167047,1
HIGH COUNTRY MECHANICAL SERVICES LLC,80420,PO BOX 279,ALMA,CO,1,0.93180263,1
TWO HANDS MECHANICAL & MAINTENANCE,80420,401 N ASPEN,ALMA,CO,358,0.60111344,1
BLUE SKY GLOBAL,80420,nan,ALMA,CO,320,0.63200986,1
BLP ENTERPRISES INC,80420,740 ADVENTURE RD,ALMA,CO,247,0.7005338,1
MOUNTAIN QUALITY CONSTRUCTION INC,80424,387 QUARTZVILLE RD,ALMA,CO,3,0.9218771,1
NUMBER WRANGLER INC,80420,PO BOX 102,ALMA,CO,84,0.8239972,1
K9 ADVENTURE FITNESS,80420,49 EDGEWOOD DR,ALMA,CO,248,0.6992554,1
BACKCOUNTRY BOOKKEEPING,80420,688 COUNTY RD 12 A,ALMA,CO,148,0.7799803,1
THREE RIVERS SMOKEHOUSE,81210,130 COUNTY RD 742,ALMONT,CO,280,0.6703328,1
"SKYHIGHCOLORADO, LLC",81210,23044 COUNTY RD 742,ALMONT,CO,274,0.67348117,1
THREE RIVERS OUTFITTERS,81210,130 COUNTY RD 742 PO BOX 339,ALMONT,CO,106,0.80839777,1
ROBERTS CORPORATION,81210,PO BOX 399,ALMONT,CO,69,0.8341283,1
MAYFLY,81210,10825 COUNTY RD 742,ALMONT,CO,356,0.60550785,1
ROARING JUDY MECHANICAL LLC,81210,PO BOX 523,ALMONT,CO,91,0.8175232,1
ST PAULS LUTHERAN CHURCH,80721,300 MONMOUTH AVE ATTENSION NORB BADDING,AMHERST,CO,338,0.62305474,1
V & P VIESELMEYER INC,80721,53615 COUNTY RD 38,AMHERST,CO,257,0.6936878,1
MENTAL HEALTH COUNCELING,80721,55113 CR 26,AMHERST,CO,38,0.8641069,1
ET PUMPING SERVICE LLC,80801,34900 COUNTY RD 12,ANTON,CO,116,0.80440795,1
ANTON EXCAVATING,80801,25901 US HWY 36 BOX 47,ANTON,CO,228,0.7187221,1
HERRON FARMS INC,80801,35571 RD 11,ANTON,CO,339,0.62256247,1
"TOLTEC GORGE CATERING, INC.",81120,162 PO BOX,ANTONITO,CO,94,0.8160527,1
"TORRES BUILDERS, LLC",81120,11905 COUNTY RD J,ANTONITO,CO,178,0.76194364,1
CONEJOS CLEAN WATER,81120,304 RIV ST,ANTONITO,CO,16,0.893352,1
CONEJOS ANGLERS LLC,81120,34591 HWY 17,ANTONITO,CO,88,0.82111907,1
TURKEY CREEK LLC,81120,402 MAIN ST,ANTONITO,CO,292,0.6574523,1
CUMBRES TOLTEC OPERATING LLC,81120,5250 STATE HWY 285,ANTONITO,CO,264,0.6792661,1
"ROBINS CONSTRUCTION, LLLP",81120,38767 STATE HWY 17,ANTONITO,CO,27,0.87163895,1
RAINBOW TROUT RANCH INC.,81120,1484 FDR 250,ANTONITO,CO,350,0.6109765,1
TODD A BEEK,80802,10484 COUNTY RD 51,ARAPAHOE,CO,133,0.78990275,1
PIEDRA PEAK GENERAL STORE LLC,81121,53 COUNTY RD 982,ARBOLES,CO,227,0.71875787,1
BONNY COMPANY INC,80804,221 PNE ST,ARRIBA,CO,34,0.8662253,1
FRIE ARNDT DANBORN &AMP; THIESSEN PC,80003,7400 WADSWORTH BLVD,ARVADA,CO,290,0.661191,1
EL AGAVE AZUL INC,80004,12391 W 64 TH AVE,ARVADA,CO,201,0.7410929,1
"SHEFFIELD HOMES FINISHED BASEMENTS &AMP; MORE, LLC",80003,6777 WADSWORTH BLVD STE 301,ARVADA,CO,311,0.6398476,1
"ALLEGIANT RECEIVABLES SOLUTIONS, INC.",80004,12191 W 64 TH AVE STE 210,ARVADA,CO,146,0.78114927,1
DAWN INDUSTRIES  INC.,80002,5055 58 TH AVE,ARVADA,CO,52,0.85367405,1
"ELLICE K GOLDBERG, D.O., P.C.",80004,12001 W 63 RD PL,ARVADA,CO,53,0.8533467,1
KSJ CORPORATION,80002,5440 WARD RD,ARVADA,CO,173,0.7649383,1
"JAMES R HOLMES D.D.S., P.C.",80004,6355 WARD RD UNIT 410,ARVADA,CO,260,0.68675953,1
BREAD WINNERS CAFE & CATERING,80002,7311 GRANDVIEW AVE,ARVADA,CO,4,0.9188736,1
MOUNTAIN ORAL SURGERY,80003,7991 VANCE DR,ARVADA,CO,269,0.6746018,1
"NAMIKO'S, INC.",80002,7310 W 52 ND AVE UNIT R,ARVADA,CO,222,0.72604984,1
"HORIZON US&S, LLC",80002,8011 N I 70 FRONTAGE RD,ARVADA,CO,342,0.6216829,1
BFP ENTERPRISES LLC,80002,7425 W 52 ND AVE,ARVADA,CO,19,0.8804425,1
"AKSAN IA FC, LLC",80002,6850 W 52 ND AVE 200,ARVADA,CO,81,0.8260743,1
"AJG HOLDINGS AND WHOLESALE, LLC",80006,PO BOX 746086,ARVADA,CO,213,0.73056984,1
PROPERTY PARAMEDICS DBA PROPERTY DOCTORS INC,80004,14700 W 66 TH PL,ARVADA,CO,194,0.7491,1
"EMPIRE CRUSHING, LLC",80007,6995 PIKE CT,ARVADA,CO,337,0.6233495,1
"ROCKY MOUNTAIN CONCRETE CONSTRUCTION, INC.",80005,11963 W 83 RD LN,ARVADA,CO,26,0.87264234,1
"N&E HOLDINGS, INC",80002,6440 W 56 TH PL,ARVADA,CO,254,0.69521314,1
"TEAM SPORTS SALES, LLC",80003,6510 WADSWORTH BYP,ARVADA,CO,316,0.6355364,1
TOTAL DISPOSAL LLC,80002,12500 W 58 TH AVE,ARVADA,CO,324,0.62981373,1
SPECIALTY CONSTRUCTION PRODUCTS LLC,80005,14434 W 88 TH DR UNIT D,ARVADA,CO,225,0.7226405,1
"THE BASE GROUP, INC.",80003,5455 W 59 TH AVE,ARVADA,CO,319,0.6326971,1
"SO RADISH ARVADA, LLC",80002,5711 OLDE WADSWORTH BLVD,ARVADA,CO,63,0.84519297,1
360 DEGREES OF PERFECTION,80002,6105 W 55 TH AVE STE C,ARVADA,CO,325,0.62854683,1
"BFN INDUSTRIES, LLC",80003,6727 W 58 TH PL,ARVADA,CO,278,0.6711714,1
MILE HIGH OTOLARYNGOLOGY LLC PLLC,80002,6870 W 52 ND AVE STE 207,ARVADA,CO,216,0.728822,1
DETAILED HOME INSPECTIONS INC,80005,8414 PARFET CT,ARVADA,CO,0,0.9464162,1
AKSAN IA UNITED FORTUNE INC,80002,6850 W 52 ND AVE,ARVADA,CO,313,0.636586,1
LAKESIDE INSURANCE CENTER LLC,80003,7728 VANCE DR,ARVADA,CO,145,0.78293496,1
STANDARD MECHANICAL INC.,80005,7339 CARR ST,ARVADA,CO,96,0.81473863,1
MEDIUM VOLTAGE ACCESSORY SUPPLY INC.,80002,5758 LAMAR ST,ARVADA,CO,47,0.85812056,1
"ELEGANT NAILS QUY, LLC",80002,7450 W 52 ND AVE R,ARVADA,CO,265,0.67725587,1
"COLCHIN AUTOMOTIVE & DISEL, INC.",80002,5740 LAMAR ST,ARVADA,CO,160,0.77459645,1
"EDGEWATER ELECTRIC, INC.",80002,6260 W 52 ND AVE 107,ARVADA,CO,233,0.7165981,1
"T2 CONSTRUCTION, INC.",80003,5435 W 59 TH AVE,ARVADA,CO,67,0.8394786,1
"WEST BROTHERS CONSTRUCTION, INC.",80002,5400 WARD RD,ARVADA,CO,46,0.85821545,1
BURNS &AMP; BURNS VENTURES INC,80004,12367 64 TH AVE W,ARVADA,CO,61,0.8463312,1
JO & JO CO LLC,80004,11752 W 64 TH AVE,ARVADA,CO,190,0.7534997,1
"THE DIGITAL FRONTIER, INC.",80003,5910 INGALLS ST,ARVADA,CO,212,0.73079896,1
KLINES LLC DBA KLINE'S BEER HALL,80002,7519 GRANDVIEW AVE,ARVADA,CO,279,0.6711216,1
"OPPMINER, LLC",80006,PO BOX 745242,ARVADA,CO,104,0.8111116,1
CORNERSTONE FABRICATION CORP.,80004,14613 W 69 TH PL,ARVADA,CO,203,0.73970133,1
"THE NOVAK AGENCY, INC",80005,7985 ALLISON WAY UNIT B,ARVADA,CO,187,0.7557712,1
UNIQUE MANUFACTURING AND MARKETING INC,80002,5752 LAMAR ST,ARVADA,CO,188,0.7550833,1
RGCS LLC,80002,7501 GRANDVIEW AVE,ARVADA,CO,54,0.85309625,1
ARI CORP,80007,7762 QUAKER ST,ARVADA,CO,103,0.8111645,1
"POTRANCAS, INC",80004,11651 W 64 TH AVE,ARVADA,CO,348,0.6150346,1
HGLK INC DBA WOODY'S LAWN SPRINKLER AND LANDSCAPE,80003,6626 WADSWORTH BLVD,ARVADA,CO,288,0.66502386,1
EVELO FRANCHISE CONCEPTS LLC,80003,8770 WADSWORTH BLVD UNIT T,ARVADA,CO,122,0.79841244,1
WESTERN TOOL COMPANY,80002,7279 W 52 ND AVE,ARVADA,CO,125,0.7938785,1
GABES BURRITO GRILL AND FRESH BLENDERS LLC,80005,13149 W 88 TH AVE,ARVADA,CO,24,0.8746134,1
"GOLDEN ACUPUNCTURE, INC.",80004,11890 W 64 TH AVE STE 1,ARVADA,CO,357,0.6039199,1
"SECHLER ELECTRIC CO., INC.",80002,5785 SHERIDAN BLVD,ARVADA,CO,141,0.7856343,1
DYNAMIC PAINTING CO. INC,80005,8585 FLD CT,ARVADA,CO,258,0.6900739,1
ANIMAL ASSISTED THERAPY PROGRAMS OF COLO,80005,7275 KIPLING ST,ARVADA,CO,270,0.6743132,1
"GOOD BUY GEAR, INC",80002,6561 W 56 TH AVE,ARVADA,CO,210,0.73212534,1
STATION DENTAL AT ARVADA LLC,80004,12191 64 TH AVE,ARVADA,CO,272,0.67418754,1
"STWC HOLDINGS, INC",80005,8468 LEWIS CT,ARVADA,CO,119,0.80332834,1
"SCOTT FARLEY ENTERPRISES, INC.",80002,6295 55 TH AVE W,ARVADA,CO,117,0.8037195,1
"CONUNDRUM, INC",80003,4752 W 60 TH AVE UNIT A,ARVADA,CO,152,0.77889097,1
HAWLEY CORING INC,80007,7644 QUARTZ ST,ARVADA,CO,303,0.6458893,1
ESSENTIAL FINANCIAL MANAGEMENT LLC,80003,6777 WADSWORTH BLVD,ARVADA,CO,92,0.81674606,1
THE GLO COMPANY LLC,80003,6315 SHERIDAN BLVD,ARVADA,CO,179,0.76138,1
CASA DE ADULT DAY CARE INC,80002,12500 W 58 TH AVE STE 103,ARVADA,CO,5,0.91075015,1
KSM ENTERPRISES INC,80003,6812 WADSWORTH BLVD,ARVADA,CO,155,0.77690417,1
COMMUNICATION DESIGN INTEGRATION INC,80002,6425 W 52 ND AVE,ARVADA,CO,39,0.86386937,1
"TAYLOR DENTAL ARTS, P.C.",80005,7913 ALLISON WAY STE 101,ARVADA,CO,197,0.74502873,1
NICHOLS GLASS SERVICE LLC,80004,9602 RALSTON RD,ARVADA,CO,110,0.80593044,1
JESSE LYNN MARRON DDS PC,80005,13739 W 85 TH DR STE 113,ARVADA,CO,137,0.7875294,1
ULLRICH INSURANCE AGENCY,80002,5310 WARD RD STE G 3,ARVADA,CO,75,0.83001834,1
GONZALES CUSTOM PAINTING INC,80002,8710 49 TH CIR W,ARVADA,CO,208,0.73438025,1
GOLDEN HEATING & AIR INC.,80002,5720 LAMAR ST UNIT 1,ARVADA,CO,232,0.7175203,1
TOM HANSEN INC,80004,8386 W 69 TH DR,ARVADA,CO,33,0.8675951,1
K & W ON SITE SERVICES LLC,80003,5800 W 60 TH AVE,ARVADA,CO,177,0.76218617,1
LEAN SIX SIGMA EXPERTS CORP,80005,98 WADSWORTH BLVD 127 234,ARVADA,CO,18,0.88660544,1
"FACTORY TRAINED AUTO REPAIR, LLC",80003,8050 CHASE DR,ARVADA,CO,359,0.6003135,1
"CERIA-NA, LLC",80005,10600 W 73 RD PLACE,ARVADA,CO,147,0.78001505,1
"MESSINGHAM ORTHODONTICS, PC",80003,7991 VANCE DR,ARVADA,CO,164,0.77329284,1
GREAT EVENTS OF COLORADO LLC,80007,7234 NILE ST,ARVADA,CO,268,0.6762275,1
"GIAMBROCCO & SONS, INC.",80005,7670 ALKIRE ST,ARVADA,CO,310,0.6403515,1
TOM J. BEHUNIN CONSTRUCTION LLC,80002,4475 W 58 TH AVE UNIT F,ARVADA,CO,238,0.7119838,1
AME INC,80003,5783 POMONA DR,ARVADA,CO,159,0.77525777,1
MERCURIAL LLC,80002,5610 WARD RD,ARVADA,CO,345,0.6179146,1
WHITEWATER PLUMBING INC,80004,7186 HOLLAND CT,ARVADA,CO,224,0.72543186,1
"FOUR BROTHERS SUSHI, INC.",80004,12650 W 64 TH AVE UNIT B 2,ARVADA,CO,223,0.72553843,1
RENTAL SERVICES INC,80004,10050 RALSON RD UNIT 7,ARVADA,CO,153,0.77864957,1
MICHAEL W WOODS DDS PC,80007,14950 W 64 TH AVE STE A,ARVADA,CO,242,0.70666987,1
PEAK TO PEAK FAMILY PRACTICE PC,80003,7768 VANCE DR STE B,ARVADA,CO,200,0.7418701,1
RAM GRINDING INC,80002,5635 NEWLAND WAY,ARVADA,CO,331,0.627106,1
"BALL FOUR, INC",80005,11338 W 74 TH PL,ARVADA,CO,172,0.76680255,1
GB FISH & CHIPS 4 INC.,80002,7401 RALSTON RD,ARVADA,CO,353,0.60849684,1
NO LIMIT LOGISTICS LLC,80002,7905 RALSTON RD,ARVADA,CO,44,0.86037374,1
"SKY POINTE 2, CORP.",80002,7330 W 52 ND AVE,ARVADA,CO,235,0.7130702,1
LEN'S EXCAVATING INC,80007,18710 HWY 72,ARVADA,CO,230,0.7180364,1
ALL SECURE LOCK SERVICE LLC,80002,5701 INDEPENDENCE ST,ARVADA,CO,128,0.7921538,1
ROYAL GARDEN ASIAN GRILL INC,80007,16255 W 64 TH AVE,ARVADA,CO,241,0.70741516,1
"AMPTEK ELECTRICAL SERVICES, INC.",80005,8091 QUEEN ST,ARVADA,CO,165,0.7717355,1
BENDING WRENCHES AUTOMOTIVE INC,80005,8130 W 80 TH AVE,ARVADA,CO,50,0.8570959,1
"DR. SHAWN COTTRELL, OD, PC",80005,7913 ALLISON WAY,ARVADA,CO,139,0.78703666,1
DSF MANAGEMENT LLC,80002,12990 W 58 TH AVE,ARVADA,CO,344,0.6186542,1
"TLC LAND CARE, INC.",80002,5239 BALSAM ST,ARVADA,CO,123,0.79750216,1
GRAPHIC DIRECTIONS AND ADVERTISING,80002,6385 W 52 ND AVE STE 2 A,ARVADA,CO,305,0.6450638,1
"ARVADA DENTISTRY & ORTHODONTICS, PLLC",80002,5656 WARD WAY,ARVADA,CO,205,0.73742455,1
"ODYSSEY BEERWERKS, LLC",80002,5535 W 56 TH AVE,ARVADA,CO,154,0.7783032,1
"WESTERN ARCHITECTURAL METALS, LLC",80002,5685 GRAY ST,ARVADA,CO,147,0.78001505,1
WOODSIDE REALTY COMPANY - CENTRAL,80002,5440 WARD RD,ARVADA,CO,319,0.6326971,1
BRILLO CLEANING LLC,80003,6529 W 84 TH PL,ARVADA,CO,192,0.75220466,1
MILE HI TRUCK TRANSMISSION INC,80002,5300 W 56 TH AVE,ARVADA,CO,278,0.6711714,1
"MALARA GARDENS, INC.",80004,7190 KIPLING ST,ARVADA,CO,90,0.81872946,1
QUALITY STEEL RULE & DIE INC,80003,6701 W 58 TH PLACE,ARVADA,CO,142,0.7849392,1
CLEAR CREEK ENDODONTICS,80002,7375 52 ND AVE W,ARVADA,CO,233,0.7165981,1
TJC LIMITED,80005,8305 MOORE ST,ARVADA,CO,220,0.72619003,1
FABRICATIONS UNLIMITED INC,80002,5440 MARSHALL ST,ARVADA,CO,255,0.69487554,1
WILLIAMSON COMPANY,80003,6060 W 59 TH AVE,ARVADA,CO,171,0.7672195,1
LAKESIDE HEATING & AIR CONDITIONING INC.,80002,6260 W 52 ND AVE 116,ARVADA,CO,194,0.7491,1
"HENRIKSEN, INC.",80002,6260 W 52 ND AVE,ARVADA,CO,198,0.744454,1
SPECTRUM CLEANING AND RESTORATION NETWORK DENVER CO LLC,80003,5415 W 59 TH AVE,ARVADA,CO,162,0.7740812,1
ABM FABRICATION & MACHINING LLC,80003,5880 W 59 TH AVE,ARVADA,CO,100,0.8130897,1
FOCUSED LIGHT LLC,80002,5533 GRAY ST,ARVADA,CO,22,0.87590885,1
UNION SPORT GROUP INC.,80002,6120 W 55 TH AVE,ARVADA,CO,131,0.79020435,1
"RIESTRA'S KITCHEN & BATH, INC",80002,5440 MARSHALL ST STE 6,ARVADA,CO,220,0.72619003,1
"SLYTEK, LLC",80003,5891 NOLAN ST 2,ARVADA,CO,94,0.8160527,1
"TALNUA, LLC",80002,5405 W 56 TH AVE UNIT C,ARVADA,CO,126,0.79375434,1
A ONE STOP PRINT SHOP INC,80002,6260 W 52 ND AVE STE 121,ARVADA,CO,90,0.81872946,1
SOMEPLACE ELSE LLC,80002,6425 W 52 ND AVE,ARVADA,CO,185,0.75622207,1
BA-NOM-A-NOM LLC,80002,5604 KENDALL CT,ARVADA,CO,291,0.6610976,1
BEAUTY MARK,80002,5545 W 56 TH AVE,ARVADA,CO,114,0.8045356,1
INDUSTRIAL COOLANT SYSTEMS LLC,80003,5891 NOLAN ST 2,ARVADA,CO,116,0.80440795,1
DIMA SHABANYAN,80003,5265 W 66 TH AVE UNIT G,ARVADA,CO,281,0.66975534,1
RAMSAY ENGINEERING LLC,80002,6600 W 55 TH AVE,ARVADA,CO,318,0.63493866,1
WANCO INC,80003,5870 TENNYSON ST,ARVADA,CO,322,0.6312936,1
"PDSINC, LLC",80002,6870 W 52 ND AVE 107,ARVADA,CO,218,0.7281275,1
AEC INC.,80002,5879 W 58 TH AVE,ARVADA,CO,144,0.78320736,1
"DUCTS UNLIMITED MECHANICAL SYSTEMS, INC.",80002,5156 W 58 TH AVE,ARVADA,CO,276,0.67276555,1
JIM MICHAEL GRAY,80002,5405 W 56 TH AVE UNIT E,ARVADA,CO,250,0.698318,1
"INCIDENTCLEAR, LLC",80002,6340 W 56 TH AVE,ARVADA,CO,259,0.6880733,1
THE DUCK COMPANY,80002,5601 GRAY ST,ARVADA,CO,10,0.9028085,1
"CEAVCO AUDIO-VISUAL COMPANY, INC.",80002,6240 W 54 TH AVE,ARVADA,CO,30,0.8691891,1
LALLIER CONSTRUCTION INC.,80002,5685 GRAY ST,ARVADA,CO,249,0.6985222,1
INDUSTRIALEX MANUFACTURING CORP.,80403,6250 JOYCE DR,ARVADA,CO,150,0.7791529,1
EURO CABINET CORP,80002,6110 W 55 TH AVE,ARVADA,CO,190,0.7534997,1
"PEAK PLASTERING, LLC",80002,6390 W 56 TH AVE,ARVADA,CO,103,0.8111645,1
FOOTHILLS CUSTOM CABINET,80002,6262 W 55 TH AVE,ARVADA,CO,106,0.80839777,1
SALCO INC,80003,5955 SHERIDAN BLVD,ARVADA,CO,247,0.7005338,1
PARAMOUNT FABRICS INC,80003,5570 W 60 TH AVE,ARVADA,CO,97,0.8143154,1
CINEGRATION LLC,80002,6425 W 52 ND AVE STE 1,ARVADA,CO,52,0.85367405,1
"TOURNAMENT KINGS, INCORPORATED",80002,6395 W 56 TH AVE,ARVADA,CO,102,0.8119359,1
REMOTE TELCOM LLC,80011,15607 E 17 TH AVE,AURORA,CO,29,0.8692175,1
RPS SERVICES LLC,80020,11811 UPHAM ST,BROOMFIELD,CO,7,0.90693265,1
"A PRECIOUS CHILD, INC.",80020,7051 W 118 TH AVE,BROOMFIELD,CO,143,0.78324693,1
"KARL SCHMIDT MANUFACTURING, INC.",80022,3900 E 68 TH AVE,COMMERCE CITY,CO,82,0.82596594,1
DAVE DEWEY'S STEP HILLS TRANSFER INC,80022,5850 E 56 TH AVE,COMMERCE CITY,CO,124,0.79393214,1
HPT INCORPORATED,80022,5465 QUEBEC ST 102,COMMERCE CITY,CO,216,0.728822,1
MERRICK WOODWORKING INC,80216,6885 E 48 TH AVE,COMMERCE CITY,CO,296,0.6520751,1
BLACK BELT MOVERS DES MOINES LLC,80022,5750 E 58 TH AVE,COMMERCE CITY,CO,142,0.7849392,1
DKMM LLC,80022,6025 E 76 TH AVE,COMMERCE CITY,CO,229,0.718654,1
"CHOICE CHEMICAL COMPANY, A COL",80022,5598 MONACO ST UNIT C,COMMERCE CITY,CO,277,0.67181504,1
"COLORADO ASPHALT SERVICES, LLC",80022,3700 E 56 TH AVE,COMMERCE CITY,CO,317,0.63496107,1
JOAQUIN MFG CORP,80022,6900 ELM ST,COMMERCE CITY,CO,149,0.7797469,1
"DMS ACQUISITIONS, INC.",80022,5700 FAIRFAX ST,COMMERCE CITY,CO,257,0.6936878,1
"SEELEY INTERNATIONAL ACQUISITION CO., LTD.",80216,4430 GLENCOE ST,DENVER,CO,221,0.72616094,1
KNOTTY TIE CO.,80204,926 W 10 TH AVE,DENVER,CO,88,0.82111907,1
THINGS THAT GLOW LLC,80212,5275 W 48 TH AVE,DENVER,CO,223,0.72553843,1
REEL CANVAS INC,80223,1145 W CUSTER PL,DENVER,CO,304,0.6457991,1
"KEEP SMOKING WOOD, LLC",80202,1644 PLATTE ST 100,DENVER,CO,352,0.6096636,1
"THE REAL DILL, LLC",80223,33 S FOX ST,DENVER,CO,2,0.9247185,1
A&W ENTERPRISES,80223,1360 S LIPAN ST,DENVER,CO,71,0.8334898,1
NULINE MANUFACTURING INCORPORATED,80239,11333 E 55 TH AVE UNIT C,DENVER,CO,80,0.82767946,1
RALPH'S INDUSTRIAL SEWING MACHINE COMPANY,80211,2030 CLAY ST,DENVER,CO,42,0.8618282,1
STAR TECH INC,80223,480 S SANTA FE DR,DENVER,CO,99,0.81367296,1
"LITTLE COLORADO, LLC",80211,4450 LIPAN ST,DENVER,CO,251,0.6973557,1
MUDDY RIVER MANUFACTURING,80212,5371 TENNYSON ST,DENVER,CO,256,0.69384146,1
VSB LLC,80206,3300 E 1 ST AVE,DENVER,CO,207,0.73573434,1
"OLD WESTERN PAINTS, INC.",80204,2001 W BARBERRY PLACE,DENVER,CO,222,0.72604984,1
"CONTEMPORARY METAL FURNISHINGS, INC.",80223,80 S SANTA FE DR,DENVER,CO,263,0.6832666,1
AZTEC CUSTOM RUG & CARPET SRVCS,80204,1957 W 14 TH AVE,DENVER,CO,68,0.8349292,1
"DESIGN AND IMAGE COMMUNICATIONS, INC.",80216,3575 RINGSBY CT,DENVER,CO,157,0.77671075,1
"SILVER ENGINEERING WORKS, LLC",80229,6565 VINE CT,DENVER,CO,51,0.8546646,1
SIMON BROS ROOFING AND RESTORATION LLC,80216,6803 E 47 TH AVE DR,DENVER,CO,152,0.77889097,1
PEAK SALES GROUP LLC,80216,5160 FOX ST,DENVER,CO,54,0.85309625,1
"DAY & NIGHT EMERGENCY SERVICE REPAIR, INC.",80219,3270 W ALAMEDA AVE,DENVER,CO,338,0.62305474,1
"ROCKET SEALS, INC.",80223,1297 S LIPAN ST,DENVER,CO,26,0.87264234,1
"CABINET WAREHOUSE, LLC",80229,601 E 64 TH AVE,DENVER,CO,184,0.7569796,1
SNARF'S AT HIGHLANDS LLC,80212,5001 W 38 TH AVE,DENVER,CO,292,0.6574523,1
"JAMES M. JOHNSTON & ASSOCIATES, INC.",80246,4500 E CHERRY CRK S DR,DENVER,CO,314,0.6363326,1
LEMON POWERS INC DBA ABACUS CABINETRY,80223,1474 S ACOMA ST,DENVER,CO,47,0.85812056,1
TRAFALGAR INC.,80204,221 W 13 TH AVE,DENVER,CO,168,0.77105707,1
"REDPOINT FINANCIAL SERVICES, LLC",80212,3845 TENNYSON ST,DENVER,CO,303,0.6458893,1
A SMALL PRINT SHOP LLC,80205,3851 STEELE ST UNIT E,DENVER,CO,297,0.6510823,1
SONDERMIND WELLNESS CENTERS LLC,80205,3000 LAWRENCE ST,DENVER,CO,206,0.7371234,1
CARNICERIA LA GUADALAJARA,80219,5185 W 1 ST AVE,DENVER,CO,164,0.77329284,1
"SPORTIQUE SCOOTERS, LLC",80209,160 S BROADWAY,DENVER,CO,358,0.60111344,1
PARAMOUNT AUDIO VIDEO CORPORATION,80219,2505 W 2 ND AVE UNIT 10,DENVER,CO,117,0.8037195,1
"ACCUTROL HEATING &AMP; COOLING, INC.",80229,565 E 70 TH AVE UNIT 2 W,DENVER,CO,224,0.72543186,1
COLLABORATIVE NETWORK 4 CLINICAL DBA CN4CE OR CLIEXA,80216,3513 BRIGHTON BLVD STE 520,DENVER,CO,340,0.62223417,1
MILLS EQUIPMENT COMPANY INC,80216,2901 E 42 ND AVE,DENVER,CO,284,0.667958,1
HYDRO PHYSICS PIPE INSPECTION,80223,1230 S INCA ST,DENVER,CO,199,0.74391395,1
DENVER INDEPENDANT GROCERS LLC,80207,4621 E 23 RD AVE,DENVER,CO,92,0.81674606,1
SEADER CUSTOM METAL,80216,401 W 43 RD AVE,DENVER,CO,113,0.80516887,1
F&JV INC,80204,4700 W COLFAX AVE,DENVER,CO,230,0.7180364,1
"PLAN WEST, INC.",80204,767 SANTA FE DR,DENVER,CO,299,0.64974934,1
"ROCKY MOUNTAIN CONFERENCE, UNITED CHURCH OF CHRIST",80204,1140 W 5 TH AVE,DENVER,CO,279,0.6711216,1
PRE ACTION FIRE,80211,2921 W 38 TH AVE 453,DENVER,CO,28,0.8711126,1
CASALINI LLC,80218,1710 E 6 TH AVE,DENVER,CO,260,0.68675953,1
AAS PRINTING,80204,2721 W HOLDEN PLACE,DENVER,CO,37,0.86424416,1
SEGRITY LLC,80205,2650 E 40 TH AVE,DENVER,CO,3,0.9218771,1
RED ARROW CORPORATION,80229,1761 3 64 TH AVE,DENVER,CO,231,0.7179901,1
BLUE DOG DESIGNS LLC,80223,1550 S ACOMA ST,DENVER,CO,19,0.8804425,1
GREEN SOL CHEMICAL CORPORATION,80216,4770 FOX ST 13,DENVER,CO,127,0.7931375,1
"ZAMORA QUICK LUBE #92, INC.",80221,7181 N PECOS ST,DENVER,CO,330,0.6273032,1
LIVINGSTON SYSTEMS LLC,80221,2613 W 64 TH AVE UNIT A,DENVER,CO,36,0.86427003,1
MEIER LLC,80210,1775 S BROADWAY,DENVER,CO,290,0.661191,1
COLORADO BUSINESS COMMITTEE FOR THE ARTS,80203,789 SHERMAN ST,DENVER,CO,282,0.66960996,1
"SECURE-ALL COMPANY, INC",80212,4300 W 38 TH AVE,DENVER,CO,109,0.8067153,1
COLORADO OSTEOPATHIC & INTEGRATIVE MEDICINE ASSOC PC,80212,4901 W 38 TH AVE,DENVER,CO,236,0.713013,1
"TOPS OF ROCKIES MARKETING, INC.",80212,5777 52 ND AVE W,DENVER,CO,269,0.6746018,1
PARKHILL GOLF APARTMENTS LLC,80209,155 S MADISON ST STE 326,DENVER,CO,119,0.80332834,1
GUARANTEE CONSTRUCTION GROUP CORP,80221,6820 BROADWAY UNIT D,DENVER,CO,173,0.7649383,1
"AUDIOFILE,INC.",80216,4200 FOX ST,DENVER,CO,226,0.71914,1
"AVENO ANTIGUO, INC",80216,5140 RACE CT 3,DENVER,CO,32,0.86779696,1
"CENTENNIAL BOLT, INC.",80216,4930 FOX ST,DENVER,CO,280,0.6703328,1
"CRANIO MANDIBULAR REHAB, INC.",80211,2600 W 29 TH AVE 102 G,DENVER,CO,155,0.77690417,1
PARIVAAR INC,80202,621 17 TH ST UNIT 100,DENVER,CO,244,0.70472425,1
"FLINK SUPPLY COMPANY, LLC",80223,58 S GALAPAGO ST,DENVER,CO,285,0.66784513,1
